0,0,0,-70,-42,0,-105,-116,0,-123,-174,0,-145,-220,0,-70,-192,0,-88,-273,0,-100,-322,0,-107,-366,0,-32,-189,0,-49,-291,0,-73,-353,0,-92,-397,0,1,-168,0,-33,-241,0,-93,-230,0,-137,-212,0,21,-132,0,-29,-165,0,-75,-151,0,-106,-131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOJO
0,0,0,-69,-37,0,-95,-83,0,-108,-118,0,-124,-142,0,-53,-150,0,-74,-203,0,-89,-237,0,-100,-268,0,-24,-142,0,-37,-210,0,-64,-250,0,-87,-278,0,-5,-120,0,-44,-168,0,-95,-158,0,-128,-143,0,-4,-87,0,-53,-112,0,-90,-101,0,-113,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOJO
0,0,0,-68,-22,0,-105,-63,0,-124,-93,0,-116,-113,0,-63,-147,0,-89,-199,0,-109,-231,0,-125,-258,0,-31,-148,0,-46,-218,0,-81,-247,0,-109,-263,0,-12,-133,0,-84,-148,0,-94,-107,0,-83,-85,0,-10,-104,0,-76,-86,0,-79,-60,0,-63,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOJO
0,0,0,-51,-30,0,-84,-76,0,-101,-112,0,-97,-132,0,-45,-163,0,-61,-228,0,-66,-266,0,-64,-301,0,-7,-161,0,-27,-242,0,-39,-295,0,-43,-336,0,24,-139,0,-28,-179,0,-75,-148,0,-104,-121,0,39,-103,0,-17,-111,0,-52,-96,0,-71,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOJO
0,0,0,-64,-20,0,-97,-60,0,-112,-92,0,-115,-118,0,-77,-141,0,-104,-191,0,-126,-218,0,-142,-235,0,-44,-142,0,-43,-221,0,-82,-247,0,-115,-250,0,-18,-123,0,-51,-172,0,-92,-138,0,-111,-105,0,-4,-92,0,-52,-106,0,-87,-85,0,-102,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOJO
0,0,0,-66,-16,0,-104,-56,0,-127,-83,0,-143,-102,0,-87,-140,0,-120,-185,0,-148,-214,0,-167,-232,0,-57,-142,0,-62,-223,0,-107,-246,0,-139,-245,0,-33,-126,0,-63,-186,0,-103,-154,0,-119,-122,0,-17,-99,0,-61,-128,0,-90,-107,0,-99,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOJO
0,0,0,-92,-26,0,-129,-77,0,-148,-126,0,-155,-160,0,-95,-130,0,-130,-172,0,-161,-191,0,-184,-203,0,-71,-126,0,-97,-192,0,-143,-208,0,-175,-210,0,-58,-108,0,-110,-155,0,-144,-123,0,-153,-93,0,-59,-78,0,-112,-103,0,-140,-81,0,-149,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOJO
0,0,0,-70,-7,0,-110,-44,0,-138,-67,0,-166,-87,0,-85,-124,0,-116,-170,0,-148,-194,0,-176,-213,0,-74,-127,0,-108,-191,0,-147,-218,0,-178,-238,0,-64,-119,0,-101,-173,0,-145,-187,0,-179,-191,0,-60,-100,0,-91,-139,0,-125,-147,0,-155,-145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOJO
0,0,0,-71,-16,0,-108,-49,0,-136,-70,0,-157,-89,0,-82,-135,0,-114,-177,0,-136,-209,0,-154,-233,0,-60,-140,0,-90,-198,0,-125,-229,0,-150,-250,0,-48,-127,0,-119,-146,0,-130,-105,0,-124,-82,0,-46,-99,0,-112,-100,0,-116,-72,0,-104,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOJO
0,0,0,-56,-21,0,-89,-59,0,-103,-88,0,-118,-115,0,-65,-152,0,-86,-208,0,-101,-243,0,-111,-274,0,-32,-155,0,-56,-223,0,-78,-263,0,-95,-297,0,-2,-138,0,-58,-165,0,-85,-128,0,-94,-99,0,14,-105,0,-40,-109,0,-70,-94,0,-82,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOJO
